,uid,latitude,longitude,date,split,geometry,index_right,index,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME_x,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,NAME_y,median_household_income,median_family_income,total_pop_race,poverty,total_pop,white,black,asian,hispanic_latino,aian,nhpi,other,multi,state,county,tract,poverty_rate,percent_white,percent_black,percent_asian,percent_nonwhite,percent_hispanic_latino,percent_aian,percent_nhpi,percent_other,percent_multi,poverty_rate_state,percent_white_state,percent_black_state,percent_asian_state,percent_aian_state,percent_nhpi_state,percent_other_state,percent_multi_state,percent_hispanic_latino_state,percent_nonwhite_state,NAME,median_household_income_state_overall,median_family_income_state_overall,total_pop_race_state_overall,poverty_state_overall,total_pop_state_overall,white_state_overall,black_state_overall,asian_state_overall,hispanic_latino_state_overall,aian_state_overall,nhpi_state_overall,other_state_overall,multi_state_overall,poverty_rate_bin,percent_white_bin,percent_black_bin,percent_asian_bin,percent_aian_bin,percent_nhpi_bin,percent_other_bin,percent_multi_bin,percent_hispanic_latino_bin,percent_nonwhite_bin,missing_pop,low_income
2064,ndox,35.9083449269931,-79.1446440338832,2021-03-17,train,POINT (-79.1446440338832 35.9083449269931),18483.0,140.0,37,135,011203,37135011203,112.03,Census Tract 112.03,G5020,S,160202555.0,881735.0,+35.9437879,-079.2193231,"Census Tract 112.03, Orange County, North Carolina",72917.0,89797.0,6469.0,392.0,6469.0,5818.0,332.0,247.0,381.0,0.0,0.0,5.0,67.0,37,135,011203,0.0605966919152883,0.8993662080692534,0.051321688050703355,0.03818209924254135,0.10063379193074663,0.05889627454011439,0.0,0.0,0.000772916988715412,0.01035708764878652,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,1,0,0,0,0,0,0,0,0
2065,necr,35.885518279342,-78.9619510662575,2018-04-11,train,POINT (-78.9619510662575 35.885518279342),18995.0,652.0,37,063,002020,37063002020,20.20,Census Tract 20.20,G5020,S,16336211.0,287969.0,+35.8882883,-078.9407078,"Census Tract 20.20, Durham County, North Carolina",145179.0,151667.0,7445.0,81.0,7445.0,4759.0,1611.0,710.0,126.0,68.0,0.0,13.0,284.0,37,063,002020,0.010879785090664876,0.6392209536601746,0.21638683680322365,0.09536601746138348,0.3607790463398254,0.016924110141034253,0.00913364674278039,0.0,0.0017461383478844861,0.03814640698455339,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,0,0,1,0,0,0,1,0,1,0,0
2066,nefy,35.79,-79.0216465995572,2017-02-14,test,POINT (-79.0216465995572 35.79),18887.0,544.0,37,037,020702,37037020702,207.02,Census Tract 207.02,G5020,S,230213843.0,33321504.0,+35.6676277,-079.0132905,"Census Tract 207.02, Chatham County, North Carolina",65486.0,91351.0,3996.0,309.0,3996.0,3480.0,350.0,42.0,357.0,0.0,0.0,99.0,25.0,37,037,020702,0.07732732732732733,0.8708708708708709,0.08758758758758758,0.010510510510510511,0.12912912912912913,0.08933933933933934,0.0,0.0,0.024774774774774775,0.006256256256256257,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,0,0,0,0,0,0,0,0,0
2067,negk,37.4125,-120.759,2020-11-10,train,POINT (-120.759 37.4125),40331.0,5118.0,06,047,000202,06047000202,2.02,Census Tract 2.02,G5020,S,24358161.0,253583.0,+37.4123664,-120.7903626,"Census Tract 2.02, Merced County, California",45846.0,46691.0,1889.0,369.0,1889.0,894.0,4.0,49.0,1220.0,21.0,0.0,871.0,50.0,06,047,000202,0.1953414505029116,0.4732662784542086,0.0021175224986765486,0.02593965060878772,0.5267337215457915,0.6458443620963473,0.01111699311805188,0.0,0.46109052408681844,0.026469031233456855,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,1,0,0,0,1,0,1,0,1,1,0,1
2068,nelu,35.79,-79.0238711247464,2017-09-20,train,POINT (-79.02387112474641 35.79),18887.0,544.0,37,037,020702,37037020702,207.02,Census Tract 207.02,G5020,S,230213843.0,33321504.0,+35.6676277,-079.0132905,"Census Tract 207.02, Chatham County, North Carolina",65486.0,91351.0,3996.0,309.0,3996.0,3480.0,350.0,42.0,357.0,0.0,0.0,99.0,25.0,37,037,020702,0.07732732732732733,0.8708708708708709,0.08758758758758758,0.010510510510510511,0.12912912912912913,0.08933933933933934,0.0,0.0,0.024774774774774775,0.006256256256256257,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,0,0,0,0,0,0,0,0,0
2069,nevf,35.79,-79.032176018786,2020-03-11,train,POINT (-79.032176018786 35.79),18888.0,545.0,37,037,020104,37037020104,201.04,Census Tract 201.04,G5020,S,40951085.0,853237.0,+35.7967143,-079.0528433,"Census Tract 201.04, Chatham County, North Carolina",99811.0,139746.0,5370.0,240.0,5370.0,4959.0,133.0,81.0,241.0,63.0,0.0,8.0,126.0,37,037,020104,0.0446927374301676,0.923463687150838,0.024767225325884545,0.015083798882681564,0.07653631284916201,0.044878957169459964,0.011731843575418994,0.0,0.0014897579143389199,0.02346368715083799,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,0,0,0,0,0,0,0,0,0
2070,nevv,35.8574430555643,-78.7372511441709,2019-09-25,train,POINT (-78.7372511441709 35.8574430555643),20018.0,1675.0,37,183,980200,37183980200,9802,Census Tract 9802,G5020,S,21372533.0,332607.0,+35.8654838,-078.7490058,"Census Tract 9802, Wake County, North Carolina",-666666666.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,183,980200,,,,,,,,,,,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,0,0,0,0,0,0,0,0,0,1,1
2071,nfap,41.707665,-73.382964,2018-08-07,train,POINT (-73.382964 41.707665),56375.0,324.0,09,005,265100,09005265100,2651,Census Tract 2651,G5020,S,68132140.0,3219783.0,+41.7358548,-073.3428314,"Census Tract 2651, Litchfield County, Connecticut",104375.0,117708.0,1457.0,24.0,1457.0,1404.0,15.0,12.0,43.0,0.0,0.0,0.0,26.0,09,005,265100,0.016472203157172273,0.9636238846945779,0.01029512697323267,0.008236101578586136,0.0363761153054221,0.029512697323266987,0.0,0.0,0.0,0.017844886753603295,0.0959625310819644,0.7506175990622866,0.11481505343113056,0.04295269512941305,0.0029435591814721868,0.0003328352985122694,0.05439869452624794,0.033939563370937405,0.16999674398279793,0.2493824009377134,Connecticut,78444.0,100418.0,3575074.0,317774.0,3575074.0,2714031.0,383416.0,161257.0,574240.0,9955.0,1123.0,186292.0,119000.0,0,1,0,0,0,0,0,0,0,0,0,0
2072,nfth,35.6934398873143,-79.1869041041669,2017-03-21,test,POINT (-79.1869041041669 35.6934398873143),19420.0,1077.0,37,037,020800,37037020800,208,Census Tract 208,G5020,S,181755283.0,14479953.0,+35.7143431,-079.1474408,"Census Tract 208, Chatham County, North Carolina",65282.0,86213.0,9288.0,542.0,9288.0,7414.0,1555.0,109.0,439.0,0.0,0.0,39.0,171.0,37,037,020800,0.05835486649440138,0.7982342807924203,0.16742032730404824,0.01173557278208441,0.20176571920757969,0.04726528854435831,0.0,0.0,0.004198966408268734,0.018410852713178296,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,0,0,0,0,0,0,0,0,0
2073,nfzg,37.14019,-95.29028,2021-07-12,test,POINT (-95.29028 37.14019),69308.0,286.0,20,099,950600,20099950600,9506,Census Tract 9506,G5020,S,705416188.0,4237812.0,+37.0966691,-095.3226607,"Census Tract 9506, Labette County, Kansas",57214.0,71250.0,2170.0,355.0,2170.0,1991.0,0.0,0.0,77.0,22.0,0.0,10.0,147.0,20,099,950600,0.16359447004608296,0.9175115207373272,0.0,0.0,0.08248847926267282,0.035483870967741936,0.010138248847926268,0.0,0.004608294930875576,0.06774193548387097,0.1152385769408098,0.837549340677714,0.06662244038184784,0.02598334967651838,0.008380882176206432,0.0007868148065627427,0.026483430059549458,0.03419374222160111,0.12462156961095079,0.16245065932228597,Kansas,59597.0,75976.0,2910652.0,305642.0,2910652.0,2455935.0,170291.0,85794.0,345680.0,24010.0,2382.0,71683.0,100557.0,1,1,0,0,1,0,0,1,0,0,0,1
2074,nfzz,36.03,-78.6959898752922,2021-05-26,train,POINT (-78.6959898752922 36.03),18765.0,422.0,37,183,053900,37183053900,539,Census Tract 539,G5020,S,108406265.0,20839152.0,+36.0166321,-078.6450858,"Census Tract 539, Wake County, North Carolina",127930.0,155129.0,9283.0,465.0,9283.0,7992.0,538.0,166.0,386.0,180.0,0.0,337.0,70.0,37,183,053900,0.05009156522675859,0.8609285791231283,0.05795540234837876,0.017882150166971884,0.1390714208768717,0.04158138532801896,0.01939028331358397,0.0,0.036302919314876655,0.007540665733060433,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,0,1,0,1,0,0,0,0,0
2075,ngta,36.03,-78.6775962975992,2020-01-28,test,POINT (-78.67759629759919 36.03),18765.0,422.0,37,183,053900,37183053900,539,Census Tract 539,G5020,S,108406265.0,20839152.0,+36.0166321,-078.6450858,"Census Tract 539, Wake County, North Carolina",127930.0,155129.0,9283.0,465.0,9283.0,7992.0,538.0,166.0,386.0,180.0,0.0,337.0,70.0,37,183,053900,0.05009156522675859,0.8609285791231283,0.05795540234837876,0.017882150166971884,0.1390714208768717,0.04158138532801896,0.01939028331358397,0.0,0.036302919314876655,0.007540665733060433,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,0,1,0,1,0,0,0,0,0
2076,ngwg,35.8931582185558,-79.0230972839934,2021-10-12,train,POINT (-79.02309728399339 35.8931582185558),19283.0,940.0,37,135,012201,37135012201,122.01,Census Tract 122.01,G5020,S,19888316.0,70476.0,+35.8840523,-079.0383129,"Census Tract 122.01, Orange County, North Carolina",129323.0,187679.0,2814.0,222.0,2814.0,2336.0,256.0,179.0,82.0,10.0,0.0,8.0,25.0,37,135,012201,0.07889125799573561,0.830135039090263,0.09097370291400142,0.06361051883439943,0.16986496090973702,0.02914001421464108,0.0035536602700781805,0.0,0.0028429282160625444,0.008884150675195452,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,1,0,0,0,0,0,0,0,0
2077,ngxx,37.2486,-120.851,2018-10-09,train,POINT (-120.851 37.2486),37460.0,2247.0,06,047,002000,06047002000,20,Census Tract 20,G5020,S,585314653.0,21109052.0,+37.2000819,-120.9591276,"Census Tract 20, Merced County, California",60521.0,61443.0,8712.0,1871.0,8712.0,6316.0,14.0,20.0,5420.0,37.0,0.0,2069.0,256.0,06,047,002000,0.21476124885215794,0.7249770431588614,0.0016069788797061523,0.002295684113865932,0.27502295684113864,0.6221303948576676,0.004247015610651974,0.0,0.23748852157943068,0.02938475665748393,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,1,1,0,0,0,0,1,0,1,0,0,1
2078,nhcn,40.7024915402778,-85.935575,2021-06-21,train,POINT (-85.935575 40.7024915402778),51799.0,1386.0,18,169,102900,18169102900,1029,Census Tract 1029,G5020,S,229289887.0,12284556.0,+40.7131582,-085.8198659,"Census Tract 1029, Wabash County, Indiana",61746.0,66290.0,3380.0,133.0,3380.0,3316.0,22.0,26.0,21.0,0.0,0.0,16.0,0.0,18,169,102900,0.039349112426035504,0.9810650887573964,0.00650887573964497,0.007692307692307693,0.01893491124260355,0.00621301775147929,0.0,0.0,0.004733727810650888,0.0,0.1353977940350358,0.8154160304485109,0.11340292978278485,0.018515833443743444,0.0025014762801024624,0.00040752405954899696,0.02379922663103573,0.025956979354273726,0.07105641155269542,0.1845839695514892,Indiana,56303.0,71164.0,6665703.0,782759.0,6665703.0,5553391.0,626587.0,151979.0,461850.0,15782.0,2506.0,145747.0,169711.0,0,1,0,0,0,0,0,0,0,0,0,1
2079,nhjb,36.05,-78.72,2020-06-01,train,POINT (-78.72 36.05),18765.0,422.0,37,183,053900,37183053900,539,Census Tract 539,G5020,S,108406265.0,20839152.0,+36.0166321,-078.6450858,"Census Tract 539, Wake County, North Carolina",127930.0,155129.0,9283.0,465.0,9283.0,7992.0,538.0,166.0,386.0,180.0,0.0,337.0,70.0,37,183,053900,0.05009156522675859,0.8609285791231283,0.05795540234837876,0.017882150166971884,0.1390714208768717,0.04158138532801896,0.01939028331358397,0.0,0.036302919314876655,0.007540665733060433,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,0,1,0,1,0,0,0,0,0
2080,nhjc,37.2583,-120.475,2020-05-13,train,POINT (-120.475 37.2583),37409.0,2196.0,06,047,000901,06047000901,9.01,Census Tract 9.01,G5020,S,762269404.0,5414063.0,+37.2035880,-120.5697813,"Census Tract 9.01, Merced County, California",59968.0,61806.0,4028.0,382.0,4028.0,2418.0,80.0,40.0,2468.0,40.0,0.0,1242.0,208.0,06,047,000901,0.09483614697120159,0.6002979145978153,0.019860973187686197,0.009930486593843098,0.3997020854021847,0.6127110228401191,0.009930486593843098,0.0,0.3083416087388282,0.05163853028798411,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,0,0,0,0,1,0,1,1,1,1,0,1
2081,nhjs,37.2486,-120.851,2019-05-14,train,POINT (-120.851 37.2486),37460.0,2247.0,06,047,002000,06047002000,20,Census Tract 20,G5020,S,585314653.0,21109052.0,+37.2000819,-120.9591276,"Census Tract 20, Merced County, California",60521.0,61443.0,8712.0,1871.0,8712.0,6316.0,14.0,20.0,5420.0,37.0,0.0,2069.0,256.0,06,047,002000,0.21476124885215794,0.7249770431588614,0.0016069788797061523,0.002295684113865932,0.27502295684113864,0.6221303948576676,0.004247015610651974,0.0,0.23748852157943068,0.02938475665748393,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,1,1,0,0,0,0,1,0,1,0,0,1
2082,nhqn,41.697709,-73.28029,2019-07-09,test,POINT (-73.28028999999999 41.697709),56430.0,379.0,09,005,267100,09005267100,2671,Census Tract 2671,G5020,S,98602269.0,1482946.0,+41.6561747,-073.3101747,"Census Tract 2671, Litchfield County, Connecticut",108250.0,138958.0,3450.0,214.0,3450.0,3190.0,41.0,69.0,236.0,0.0,0.0,91.0,59.0,09,005,267100,0.06202898550724638,0.9246376811594202,0.011884057971014493,0.02,0.07536231884057971,0.06840579710144927,0.0,0.0,0.0263768115942029,0.017101449275362317,0.0959625310819644,0.7506175990622866,0.11481505343113056,0.04295269512941305,0.0029435591814721868,0.0003328352985122694,0.05439869452624794,0.033939563370937405,0.16999674398279793,0.2493824009377134,Connecticut,78444.0,100418.0,3575074.0,317774.0,3575074.0,2714031.0,383416.0,161257.0,574240.0,9955.0,1123.0,186292.0,119000.0,0,1,0,0,0,0,0,0,0,0,0,0
2083,nhsr,37.9674,-121.464,2020-03-17,train,POINT (-121.464 37.9674),36852.0,1639.0,06,077,003900,06077003900,39,Census Tract 39,G5020,S,493561616.0,36386064.0,+37.9269437,-121.4574107,"Census Tract 39, San Joaquin County, California",52540.0,56583.0,1518.0,237.0,1518.0,1298.0,0.0,11.0,1059.0,8.0,14.0,91.0,96.0,06,077,003900,0.15612648221343872,0.855072463768116,0.0,0.007246376811594203,0.14492753623188406,0.6976284584980237,0.005270092226613966,0.00922266139657444,0.059947299077733864,0.06324110671936758,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,1,1,0,0,0,1,0,1,1,0,0,1
2084,nhus,35.8568219222949,-78.7322799069566,2019-05-02,train,POINT (-78.73227990695661 35.8568219222949),20018.0,1675.0,37,183,980200,37183980200,9802,Census Tract 9802,G5020,S,21372533.0,332607.0,+35.8654838,-078.7490058,"Census Tract 9802, Wake County, North Carolina",-666666666.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,183,980200,,,,,,,,,,,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,0,0,0,0,0,0,0,0,0,1,1
2085,niaw,38.38889,-97.09306,2017-07-10,train,POINT (-97.09305999999999 38.38889),69362.0,340.0,20,115,489700,20115489700,4897,Census Tract 4897,G5020,S,357673864.0,20765772.0,+38.3688222,-096.9926371,"Census Tract 4897, Marion County, Kansas",50449.0,64917.0,2783.0,141.0,2783.0,2686.0,14.0,0.0,85.0,0.0,0.0,14.0,69.0,20,115,489700,0.05066475026949335,0.9651455264103486,0.005030542579949695,0.0,0.03485447358965146,0.030542579949694573,0.0,0.0,0.005030542579949695,0.024793388429752067,0.1152385769408098,0.837549340677714,0.06662244038184784,0.02598334967651838,0.008380882176206432,0.0007868148065627427,0.026483430059549458,0.03419374222160111,0.12462156961095079,0.16245065932228597,Kansas,59597.0,75976.0,2910652.0,305642.0,2910652.0,2455935.0,170291.0,85794.0,345680.0,24010.0,2382.0,71683.0,100557.0,0,1,0,0,0,0,0,0,0,0,0,1
2086,nicu,40.067849,-76.898626,2018-06-20,test,POINT (-76.89862599999999 40.067849),29757.0,2067.0,42,133,020320,42133020320,203.20,Census Tract 203.20,G5020,S,164317890.0,2224797.0,+40.0471142,-076.9528017,"Census Tract 203.20, York County, Pennsylvania",73068.0,79797.0,7528.0,367.0,7528.0,7435.0,10.0,14.0,38.0,0.0,0.0,4.0,65.0,42,133,020320,0.04875132837407014,0.9876461211477152,0.001328374070138151,0.0018597236981934113,0.012353878852284804,0.005047821466524973,0.0,0.0,0.0005313496280552603,0.00863443145589798,0.11959920000397792,0.7980483267693352,0.12211424549149144,0.030980270194210638,0.0019295997156271564,0.00034885889501186384,0.020211395998964137,0.02636730293535956,0.07015937196344414,0.2019516732306648,Pennsylvania,61744.0,78521.0,12791530.0,1406077.0,12791530.0,10300602.0,1430664.0,436324.0,935216.0,24691.0,4198.0,275177.0,319874.0,0,1,0,0,0,0,0,0,0,0,0,0
2087,niff,38.307,-121.794,2017-03-14,test,POINT (-121.794 38.307),38727.0,3514.0,06,095,253300,06095253300,2533,Census Tract 2533,G5020,S,442716278.0,2198910.0,+38.4198882,-121.7998024,"Census Tract 2533, Solano County, California",87639.0,92955.0,2648.0,96.0,2648.0,1979.0,10.0,26.0,1077.0,74.0,0.0,517.0,42.0,06,095,253300,0.03625377643504532,0.747356495468278,0.0037764350453172208,0.009818731117824773,0.2526435045317221,0.40672205438066467,0.027945619335347432,0.0,0.1952416918429003,0.015861027190332326,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,0,1,0,0,1,0,1,0,1,0,0,0
2088,nije,37.2639,-120.906,2017-09-20,train,POINT (-120.906 37.2639),37460.0,2247.0,06,047,002000,06047002000,20,Census Tract 20,G5020,S,585314653.0,21109052.0,+37.2000819,-120.9591276,"Census Tract 20, Merced County, California",60521.0,61443.0,8712.0,1871.0,8712.0,6316.0,14.0,20.0,5420.0,37.0,0.0,2069.0,256.0,06,047,002000,0.21476124885215794,0.7249770431588614,0.0016069788797061523,0.002295684113865932,0.27502295684113864,0.6221303948576676,0.004247015610651974,0.0,0.23748852157943068,0.02938475665748393,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,1,1,0,0,0,0,1,0,1,0,0,1
2089,niwl,37.4125,-120.759,2020-08-11,train,POINT (-120.759 37.4125),40331.0,5118.0,06,047,000202,06047000202,2.02,Census Tract 2.02,G5020,S,24358161.0,253583.0,+37.4123664,-120.7903626,"Census Tract 2.02, Merced County, California",45846.0,46691.0,1889.0,369.0,1889.0,894.0,4.0,49.0,1220.0,21.0,0.0,871.0,50.0,06,047,000202,0.1953414505029116,0.4732662784542086,0.0021175224986765486,0.02593965060878772,0.5267337215457915,0.6458443620963473,0.01111699311805188,0.0,0.46109052408681844,0.026469031233456855,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,1,0,0,0,1,0,1,0,1,1,0,1
2090,njdz,35.6463318960727,-79.2744020949414,2018-10-18,train,POINT (-79.27440209494139 35.6463318960727),19434.0,1091.0,37,037,020600,37037020600,206,Census Tract 206,G5020,S,303367193.0,2361346.0,+35.6003231,-079.2898170,"Census Tract 206, Chatham County, North Carolina",52431.0,56970.0,5187.0,679.0,5187.0,4117.0,869.0,134.0,303.0,0.0,0.0,1.0,66.0,37,037,020600,0.13090418353576247,0.7937150568729516,0.1675342201657991,0.02583381530749952,0.2062849431270484,0.05841526894158473,0.0,0.0,0.000192789666473877,0.012724117987275883,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,1,0,0,0,0,0,0,0,1
2091,njfv,35.6931471257868,-79.1874478769909,2017-05-17,test,POINT (-79.1874478769909 35.6931471257868),19420.0,1077.0,37,037,020800,37037020800,208,Census Tract 208,G5020,S,181755283.0,14479953.0,+35.7143431,-079.1474408,"Census Tract 208, Chatham County, North Carolina",65282.0,86213.0,9288.0,542.0,9288.0,7414.0,1555.0,109.0,439.0,0.0,0.0,39.0,171.0,37,037,020800,0.05835486649440138,0.7982342807924203,0.16742032730404824,0.01173557278208441,0.20176571920757969,0.04726528854435831,0.0,0.0,0.004198966408268734,0.018410852713178296,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,0,0,0,0,0,0,0,0,0
